epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.05501097867001255,4.04041270898606,0.05799129353233831,3.9940744596927322
2,0.06775930573418269,3.914603043679461,0.07571517412935323,3.8919627796951217
3,0.09760299038931895,3.767019147705404,0.09157338308457712,3.887204495235462
4,0.1475245713290187,3.509920528572207,0.13681592039800994,3.5792933079733777
5,0.22418182770461031,3.1319433084246207,0.1997823383084577,3.176659739136103
